Barry|Garrison|GBarry@abbott.com|64655 April Circle Apt. 721|41128|Carter|Kentucky|KY|Carter|38.4339|-83.1336
Tammy|Bates|BTammy@johnson.net|66070 Leslie View|20317|Washington|District of Columbia|DC|District of Columbia|38.9363|-77.0123
Ronald|Aguilar|ARonald@ellis.info|712 Watkins Loaf Suite 218|62685|Shipman|Illinois|IL|Macoupin|39.1952|-89.9607
Jacob|Brennan|BJacob@gordon-webb.com|7341 Hannah Run|63901|Poplar Bluff|Missouri|MO|Butler|36.7662|-90.4166
Susan|Richards|RSusan@thomas-morris.org|97935 Perry Greens|74759|Soper|Oklahoma|OK|Choctaw|34.0366|-95.6916
Jamie|Brooks|BJamie@jones.com|861 Joseph Creek Apt. 711|56517|Beltrami|Minnesota|MN|Polk|47.5721|-96.4549
Laura|Gibson|GLaura@clark.com|68176 Eric Rapids Suite 920|93117|Goleta|California|CA|Santa Barbara|34.4296|-119.8612
Gabriel|Jones|JGabriel@davis.com|784 Matthew Orchard|77550|Galveston|Texas|TX|Galveston|29.2983|-94.793
Clifford|Lee|LClifford@murphy.info|416 Terri Stravenue|95956|Meadow Valley|California|CA|Plumas|39.9296|-121.0608
Zachary|Saunders|SZachary@bruce-arnold.net|3665 Teresa Roads|80543|Milliken|Colorado|CO|Weld|40.3294|-104.8552
Eileen|Kent|KEileen@king.com|1279 Brandy Ports|50325|Clive|Iowa|IA|Polk|41.6067|-93.7457
Katherine|Moore|MKatherine@adkins.com|928 Garcia Landing Apt. 711|59013|Boyd|Montana|MT|Carbon|45.4577|-109.0665
Christina|Mendez|MChristina@rogers.net|84234 Heather Hill Suite 364|10532|Hawthorne|New York|NY|Westchester|41.1073|-73.796
Thomas|Bush|BThomas@torres.com|93641 Stephanie Trail|79701|Midland|Texas|TX|Midland|31.9896|-102.0626
Joseph|Moore|MJoseph@mcdowell.com|02802 Patton Falls Apt. 351|35402|Tuscaloosa|Alabama|AL|Tuscaloosa|33.3066|-87.4532
Michael|Fernandez|FMichael@price.com|53192 Atkinson Isle|12155|Schenevus|New York|NY|Otsego|42.59|-74.8149
Misty|Anderson|AMisty@lee.com|666 Jeffrey Park Suite 564|89142|Las Vegas|Nevada|NV|Clark|36.148|-115.0404
Derrick|Moore|MDerrick@french.com|727 Jones Mews Suite 751|55119|Saint Paul|Minnesota|MN|Ramsey|44.9414|-93.0107
David|Snyder|SDavid@ball.com|4308 Smith Corners|44202|Aurora|Ohio|OH|Portage|41.3176|-81.3454
Carolyn|Martinez|MCarolyn@nichols.com|57479 Michael Cliff Apt. 740|07078|Short Hills|New Jersey|NJ|Essex|40.7368|-74.3271
Lauren|Thompson|TLauren@gonzalez-black.org|3027 Hubbard Turnpike|13158|Truxton|New York|NY|Cortland|42.7085|-76.0189
Jessica|Chase|CJessica@richardson.com|6216 Brian Bypass Apt. 379|71135|Shreveport|Louisiana|LA|Caddo Parish|32.6076|-93.7526
William|Mitchell|MWilliam@obrien.org|2529 Schmidt Radial|38453|Dellrose|Tennessee|TN|Lincoln|35.1214|-86.8121
Nicholas|Garcia|GNicholas@alvarado-choi.com|4263 Miller Roads Suite 535|23315|Carrsville|Virginia|VA|Isle of Wight|36.7454|-76.8365
Jose|Munoz|MJose@bridges.com|21865 Andrew Stream Apt. 024|35290|Birmingham|Alabama|AL|Jefferson|33.5446|-86.9292
Kevin|Burton|BKevin@riley.net|12483 Patrick Rest|47011|Bennington|Indiana|IN|Switzerland|38.876|-85.0719
Jordan|Green|GJordan@nichols.com|6250 Bradley Wall Apt. 778|75086|Plano|Texas|TX|Collin|33.0198|-96.6989
Wesley|Peters|PWesley@harper-dalton.org|21463 Snyder Wells|82943|Reliance|Wyoming|WY|Sweetwater|41.6698|-109.1919
Erika|Nguyen|NErika@sanchez.com|9810 Robert Mission|23192|Montpelier|Virginia|VA|Hanover|37.8177|-77.6924
Douglas|Kennedy|KDouglas@martinez.com|0733 John Plains Suite 075|78580|Raymondville|Texas|TX|Willacy|26.4792|-97.7967
Steven|Flynn|FSteven@alvarez.net|9443 Adams Springs Apt. 602|24612|Doran|Virginia|VA|Tazewell|37.0945|-81.818
Angela|Leonard|LAngela@perez-cortez.com|709 Cox Harbor Apt. 338|45245|Cincinnati|Ohio|OH|Clermont|39.0688|-84.2802
Nancy|Mcclure|MNancy@woods.com|560 Mark Divide|20230|Washington|District of Columbia|DC|District of Columbia|38.8933|-77.0146
Stephanie|Sharp|SStephanie@allen.net|5801 Alexis Groves Apt. 103|93760|Fresno|California|CA|Fresno|36.7464|-119.6397
Deanna|Cunningham|CDeanna@burton.com|42943 Villanueva Village|37716|Clinton|Tennessee|TN|Anderson|36.0869|-84.1897
Mary|Knox|KMary@christensen.org|0901 Robin Forges Apt. 309|19160|Philadelphia|Pennsylvania|PA|Philadelphia|40.0018|-75.1179
Raymond|Boyle|BRaymond@boyd.com|22057 Herrera Estate Suite 357|45742|Little Hocking|Ohio|OH|Washington|39.28|-81.7071
Danielle|Daniels|DDanielle@finley.com|01600 Deanna Estates|50271|Williams|Iowa|IA|Hamilton|42.4883|-93.5449
Elizabeth|Morris|MElizabeth@walker-anderson.info|895 Tiffany Burg Apt. 944|17521|Elm|Pennsylvania|PA|Lancaster|40.2044|-76.3464
Nancy|Rich|RNancy@shaw.com|82788 Quinn Throughway Apt. 752|65074|Russellville|Missouri|MO|Cole|38.5005|-92.4291
Brian|Rodgers|RBrian@dunlap-hogan.com|24605 Scott Ville Apt. 431|14902|Elmira|New York|NY|Chemung|42.1473|-76.7509
Dawn|Sandoval|SDawn@thomas.com|86840 Craig Greens|45112|Chilo|Ohio|OH|Clermont|38.7926|-84.1382
Bianca|Lozano|LBianca@woodward.com|057 Daniel Meadows Suite 867|56542|Fosston|Minnesota|MN|Polk|47.5816|-95.7431
Emily|Hobbs|HEmily@powell-lambert.com|499 Theresa Mount|48188|Canton|Michigan|MI|Wayne|42.291|-83.465
Alexis|Bradley|BAlexis@taylor.org|97693 Riggs Village Suite 490|27867|Potecasi|North Carolina|NC|Northampton|36.3632|-77.2391
Rachel|Welch|WRachel@sanchez.biz|2457 Crosby Walks Suite 422|25848|Glen Rogers|West Virginia|WV|Wyoming|37.7217|-81.429
Michael|Brown|BMichael@martinez-hansen.biz|94124 Sabrina Village Apt. 682|73090|Union City|Oklahoma|OK|Canadian|35.3913|-97.9398
Rebecca|Tucker|TRebecca@allen-james.com|7074 Nancy Center|74459|Rentiesville|Oklahoma|OK|McIntosh|35.5214|-95.495
Vincent|Castaneda|CVincent@schwartz.com|076 Lisa Junctions Suite 287|14450|Fairport|New York|NY|Monroe|43.0892|-77.436
Brian|Moses|MBrian@horn-duncan.info|573 Lori Glen Suite 338|23804|Petersburg|Virginia|VA|Petersburg (city)|37.2048|-77.3928
Sarah|Williams|WSarah@johnson.info|152 Jessica Grove|71212|Monroe|Louisiana|LA|Ouachita Parish|32.5093|-92.1193
Gerald|Hall|HGerald@munoz.biz|393 Jennifer Cliff|71111|Bossier City|Louisiana|LA|Bossier|32.5449|-93.7038
Angela|Hoffman|HAngela@miller-mathews.org|740 Micheal Stravenue|70816|Baton Rouge|Louisiana|LA|East Baton Rouge Parish|30.4273|-91.0356
Lauren|Bailey|BLauren@harris.com|78730 Jacqueline Course|31119|Atlanta|Georgia|GA|DeKalb|33.8913|-84.0746
Kristy|Garcia|GKristy@calderon.com|957 Arnold Court Apt. 499|02557|Oak Bluffs|Massachusetts|MA|Dukes|41.4543|-70.562
Sharon|Mclean|MSharon@blake-davidson.com|86864 Daniel Run|61458|Maquon|Illinois|IL|Knox|40.7849|-90.2008
Erica|Elliott|EErica@smith.org|29676 Melinda Common|29935|Port Royal|South Carolina|SC|Beaufort|32.3874|-80.6844
David|Hernandez|HDavid@graves.biz|77711 Porter Station Suite 914|98571|Pacific Beach|Washington|WA|Grays Harbor|47.2195|-124.1915
Dillon|Nelson|NDillon@moran.com|2315 Brittany Dale|80435|Dillon|Colorado|CO|Summit|39.5952|-105.9741
Brittany|Anthony|ABrittany@fischer-atkins.com|2682 Hernandez Motorway Apt. 895|24887|Switchback|West Virginia|WV|McDowell|37.3712|-81.3857
Jeffrey|Barajas|BJeffrey@stewart.com|12480 Taylor Square|18326|Cresco|Pennsylvania|PA|Monroe|41.154|-75.2805
Mason|Serrano|SMason@kennedy.com|243 Diaz Station|57636|Lantry|South Dakota|SD|Dewey|45.0144|-101.4315
Wendy|Boyd|BWendy@ashley.net|661 Timothy Stravenue Apt. 217|20782|Hyattsville|Maryland|MD|Prince George's|38.9647|-76.9649
Jessica|Williams|WJessica@baxter.biz|1138 Tammy Forge Apt. 575|29446|Green Pond|South Carolina|SC|Colleton|32.6628|-80.528
Richard|Carpenter|CRichard@good-medina.com|84573 David Isle Suite 573|55049|Medford|Minnesota|MN|Steele|44.1741|-93.2437
Dylan|Calhoun|CDylan@king.com|2977 Johnny Ways Suite 910|04667|Perry|Maine|ME|Washington|44.9888|-67.0929
Shelly|Lambert|LShelly@wilkerson-nguyen.org|070 Erik Mount Apt. 474|75554|Avery|Texas|TX|Red River|33.5339|-94.7867
Shawna|Flores|FShawna@campbell.com|5731 Rivera Union|92333|Fawnskin|California|CA|San Bernardino|34.2583|-116.9515
Eric|Smith|SEric@briggs.com|26782 Harris Views|84636|Holden|Utah|UT|Millard|39.0964|-112.2834
Brian|Diaz|DBrian@flores-hardy.com|369 Duncan Port|10597|Waccabuc|New York|NY|Westchester|41.3032|-73.6032
Stacey|Curtis|CStacey@shaffer.com|95394 Pamela Overpass|85343|Palo Verde|Arizona|AZ|Maricopa|33.3481|-112.6774
Allison|Mejia|MAllison@gonzalez.info|49993 Bell Square|81418|Eckert|Colorado|CO|Delta|38.845|-107.9625
Debra|Patel|PDebra@white-little.com|878 Christina Isle|98635|Lyle|Washington|WA|Klickitat|45.745|-121.2501
Patrick|Velasquez|VPatrick@rodriguez.com|11555 Emily Mountain|23888|Wakefield|Virginia|VA|Sussex|36.9757|-76.979
Valerie|Walker|WValerie@myers.com|4771 Clark Extensions Suite 959|62501|Argenta|Illinois|IL|Macon|39.934|-88.8052
Randall|Newman|NRandall@cabrera.com|5998 Courtney Lodge|76474|Sidney|Texas|TX|Comanche|31.932|-98.768
Cassandra|Bowen|BCassandra@lane.info|87475 Thomas Creek Suite 914|46741|Grabill|Indiana|IN|Allen|41.2108|-84.9406
Jordan|Wells|WJordan@robinson.com|6070 Anderson Track Suite 258|19310|Atglen|Pennsylvania|PA|Chester|39.9458|-75.9703
Lisa|Walker|WLisa@stark.com|6456 Kurt Radial|56068|Minnesota Lake|Minnesota|MN|Faribault|43.8295|-93.8282
Steven|Larsen|LSteven@mcclure.com|2336 Kelly Summit|19111|Philadelphia|Pennsylvania|PA|Philadelphia|40.0596|-75.0818
Joseph|Roberts|RJoseph@sloan-elliott.com|12886 James Road Suite 591|68970|Red Cloud|Nebraska|NE|Webster|40.0952|-98.5187
William|Martin|MWilliam@shaw.biz|610 Callahan Causeway|68350|Endicott|Nebraska|NE|Jefferson|40.0496|-97.0813
Robin|Rivera|RRobin@baxter.com|3552 Janice Throughway|70520|Carencro|Louisiana|LA|Lafayette|30.3244|-92.0423
Patrick|Avila|APatrick@cameron.com|405 Hayes Greens|58482|Steele|North Dakota|ND|Kidder|46.8524|-99.9336
Jeremiah|Wilkins|WJeremiah@thomas.com|1571 Rodriguez Stream|62365|Plainville|Illinois|IL|Adams|39.8004|-91.1436
Donald|Harris|HDonald@coleman-hernandez.com|202 Ryan Heights|01029|East Otis|Massachusetts|MA|Berkshire|42.1909|-73.0517
Andrew|Russell|RAndrew@williams.com|15086 Jason Track|30184|White|Georgia|GA|Bartow|34.2717|-84.7383
Bryan|Walker|WBryan@gibson.info|8073 Richard Freeway|12345|Schenectady|New York|NY|Schenectady|42.8142|-73.9396
Diana|Fry|FDiana@martinez-lindsey.net|561 Miller Causeway|06790|Torrington|Connecticut|CT|Litchfield|41.8131|-73.1156
Jay|Scott|SJay@adkins-tucker.info|28038 Deanna Trace|28244|Charlotte|North Carolina|NC|Mecklenburg|35.26|-80.8042
Olivia|Turner|TOlivia@dean-golden.biz|56251 Manning Meadow|87941|Salem|New Mexico|NM|Doña Ana|32.7093|-107.2157
Michelle|Kelly|KMichelle@franklin.com|1476 Anna Shoal Suite 413|65102|Jefferson City|Missouri|MO|Cole|38.5767|-92.1735
Michael|Stewart|SMichael@martin.net|9200 Anderson Valleys Apt. 432|25672|Edgarton|West Virginia|WV|Mingo|37.7431|-82.108
Mary|Berry|BMary@church.org|6861 Jessica Groves|28803|Asheville|North Carolina|NC|Buncombe|35.5393|-82.518
Mark|Sanchez|SMark@white-lynch.biz|9350 Hawkins Glens|74572|Tupelo|Oklahoma|OK|Coal|34.5598|-96.4274
Jay|Gardner|GJay@moore.com|8143 Lisa Mills Apt. 453|08515|Chesterfield|New Jersey|NJ|Burlington|40.1151|-74.6393
Matthew|Pratt|PMatthew@gonzalez.net|226 Sarah Pines|15140|Pitcairn|Pennsylvania|PA|Allegheny|40.4048|-79.777
Krista|Gonzales|GKrista@tran.org|565 Bethany View Apt. 633|01450|Groton|Massachusetts|MA|Middlesex|42.6124|-71.5584
Carolyn|Daugherty|DCarolyn@sullivan-cross.info|0799 Carter Ridges|89139|Las Vegas|Nevada|NV|Clark|36.0129|-115.2118
Eric|Garcia|GEric@terrell-griffin.info|0591 Blair Forest Apt. 932|98398|Paradise Inn|Washington|WA|Pierce|47.0662|-122.1132
Ryan|Mason|MRyan@maddox.org|147 Davis Lodge Suite 628|39470|Poplarville|Mississippi|MS|Pearl River|30.8524|-89.5648
Adam|Bradshaw|BAdam@gonzalez.com|7897 Kara Bridge Apt. 837|72134|Roe|Arkansas|AR|Monroe|34.6286|-91.3771
Derrick|Lawrence|LDerrick@rose.org|49353 Donna Mission Suite 592|98640|Ocean Park|Washington|WA|Pacific|46.5029|-124.0436
David|Miller|MDavid@wilson.com|95459 Horne Ports|88562|El Paso|Texas|TX|El Paso|31.6948|-106.3
Brandy|Riley|RBrandy@rivera.com|888 Michele Drive Suite 127|95060|Santa Cruz|California|CA|Santa Cruz|37.0313|-122.1198
Angela|Wilson|WAngela@williams-jordan.com|8511 Gordon Squares|37544|Memphis|Tennessee|TN|Shelby|35.1496|-90.0487
Jason|Collins|CJason@gibbs-harrison.info|8556 Cindy Causeway|60189|Wheaton|Illinois|IL|DuPage|41.8397|-88.0887
Priscilla|Little|LPriscilla@rivera.org|1753 Harris Manors|75044|Garland|Texas|TX|Dallas|32.9522|-96.6654
Loretta|Huffman|HLoretta@garza.info|0936 Zachary Points Suite 183|31833|West Point|Georgia|GA|Troup|32.8337|-85.1197
Angela|Fleming|FAngela@carr.info|399 Holt Freeway|06235|Chaplin|Connecticut|CT|Windham|41.8026|-72.1372
Victoria|Smith|SVictoria@woodard-todd.com|5295 Mcgee Points|25152|Page|West Virginia|WV|Fayette|38.0529|-81.2698
Robert|Arroyo|ARobert@jensen-alvarado.com|361 Bartlett Curve|72390|West Helena|Arkansas|AR|Phillips|34.5496|-90.6545
Kimberly|Elliott|EKimberly@lowery.net|650 Griffith Coves Suite 860|38242|Paris|Tennessee|TN|Henry|36.3005|-88.3093
Michael|Williams|WMichael@walter-watts.com|466 Justin Stream|70652|Longville|Louisiana|LA|Beauregard|30.58|-93.2548
Edward|Orozco|OEdward@bolton.com|392 Simmons Squares Suite 132|59244|Larslan|Montana|MT|Valley|48.5822|-106.2835
Lindsay|Phillips|PLindsay@stephenson-grimes.com|75827 Kimberly Estates Suite 808|93727|Fresno|California|CA|Fresno|36.7528|-119.7061
Steven|Little|LSteven@montoya.com|4714 Calhoun Throughway|27294|Lexington|North Carolina|NC|Davidson|35.824|-80.2534
Erin|Thomas|TErin@diaz-castaneda.com|50915 Logan Way|50604|Aplington|Iowa|IA|Butler|42.587|-92.8751
Julia|Lin|LJulia@mckinney.com|262 Kayla Wall Apt. 279|12555|Newburgh|New York|NY|Orange|41.5034|-74.0104
Patricia|Freeman|FPatricia@washington-willis.com|223 Perry Pines|76085|Weatherford|Texas|TX|Parker|32.7676|-97.7516
Shirley|Brady|BShirley@hayes.net|0249 Gonzalez Camp|68009|Blair|Nebraska|NE|Washington|41.5383|-96.1823
April|Cohen|CApril@rice-robinson.com|355 May Road Apt. 628|65567|Stoutland|Missouri|MO|Camden|37.8693|-92.5114
Adam|Hancock|HAdam@king.com|087 Dixon Lodge|43788|Summerfield|Ohio|OH|Noble|39.8036|-81.332
Joshua|Friedman|FJoshua@cruz.biz|9573 Brian Key Suite 089|88023|Bayard|New Mexico|NM|Grant|32.7617|-108.1306
Amber|Johnson|JAmber@marquez.biz|120 Brittany Junction|91355|Valencia|California|CA|Los Angeles|34.3985|-118.5535
Jeffrey|Valencia|VJeffrey@phillips-ryan.com|531 Davis Valleys Suite 546|38781|Winstonville|Mississippi|MS|Bolivar|33.9101|-90.7515
Mariah|Smith|SMariah@grant.com|758 Alexandra Run Suite 340|64120|Kansas City|Missouri|MO|Jackson|39.1222|-94.5487
Catherine|Robinson|RCatherine@martinez.biz|7928 Cindy Mills Suite 387|83729|Boise|Idaho|ID|Ada|43.4599|-116.244
Alicia|Miller|MAlicia@jones-vaughn.com|032 Murray Route|62278|Red Bud|Illinois|IL|Randolph|38.1907|-89.9884
Kathryn|Rogers|RKathryn@smith.com|44216 Mark Turnpike Suite 136|78260|San Antonio|Texas|TX|Bexar|29.7026|-98.4759
Catherine|Johnson|JCatherine@mcintosh.com|44552 Tucker Extension Apt. 501|90744|Wilmington|California|CA|Los Angeles|33.7855|-118.2645
Dennis|Lynch|LDennis@sherman.com|461 Darius Parkways|63049|High Ridge|Missouri|MO|Jefferson|38.4728|-90.5281
Jeffrey|Mann|MJeffrey@rush-hill.com|284 Noble Pass Suite 769|18106|Allentown|Pennsylvania|PA|Lehigh|40.5824|-75.5911
Craig|Rodriguez|RCraig@robinson-cuevas.com|86536 Bryant Throughway Apt. 232|31419|Savannah|Georgia|GA|Chatham|31.9959|-81.2358
Kristy|Moon|MKristy@chaney.net|55425 Dominguez Way|12816|Cambridge|New York|NY|Washington|43.0466|-73.3814
Caitlin|Mccoy|MCaitlin@garza.com|2566 Patel Rapid|22942|Gordonsville|Virginia|VA|Orange|38.1759|-78.1815
Robert|Willis|WRobert@warner.net|47462 Walker Corners|77059|Houston|Texas|TX|Harris|29.5975|-95.1134
Donald|Russell|RDonald@fleming.org|3858 Phillips Rapid Apt. 395|30021|Clarkston|Georgia|GA|DeKalb|33.8101|-84.2388
Brandi|Houston|HBrandi@woodard-cox.net|5605 Gene Hills|47261|Millhousen|Indiana|IN|Decatur|39.292|-85.4918
Sarah|Thomas|TSarah@curtis.com|943 Heath Fall|47404|Bloomington|Indiana|IN|Monroe|39.195|-86.5757
Derrick|Townsend|TDerrick@noble.com|7722 Kristi Dale|76372|Newcastle|Texas|TX|Young|33.1901|-98.7446
Erin|Malone|MErin@ray.com|49039 Orozco Curve|16115|Darlington|Pennsylvania|PA|Beaver|40.7968|-80.4556
Kristina|Bell|BKristina@wilson.com|78135 Brian Shoal Apt. 734|32978|Sebastian|Florida|FL|Indian River|27.709|-80.5726
Lisa|Washington|WLisa@larson-nunez.biz|714 Perez Rue Suite 508|59486|Valier|Montana|MT|Pondera|48.2795|-112.3033
James|Smith|SJames@miller.com|856 Espinoza Shore|52659|Winfield|Iowa|IA|Henry|41.1257|-91.4379
Troy|Dalton|DTroy@hinton-calderon.com|2397 Edwards Knoll|54228|Mishicot|Wisconsin|WI|Manitowoc|44.2609|-87.6447
Karen|Andersen|AKaren@campbell.com|63104 Craig Courts|70634|Deridder|Louisiana|LA|Beauregard|30.8287|-93.2685
Joshua|Villarreal|VJoshua@jones.info|7890 Heidi Cliffs Suite 342|45717|Carbondale|Ohio|OH|Athens|39.3778|-82.271
Julie|Thompson|TJulie@norris-peck.org|56780 Laura Causeway Suite 425|72368|Moro|Arkansas|AR|Lee|34.803|-91.006
James|Potter|PJames@brown-campbell.com|9370 Richard Springs Apt. 778|27498|Greensboro|North Carolina|NC|Guilford|36.0726|-79.792
Joseph|Dickerson|DJoseph@thornton.com|76115 Valerie Lake|29594|Tatum|South Carolina|SC|Marlboro|34.6405|-79.5869
Wanda|Allen|AWanda@morris.com|6111 Alexis Ferry|56711|Angle Inlet|Minnesota|MN|Lake of the Woods|49.3453|-95.0627
Matthew|Griffin|GMatthew@andrews-benson.info|53628 Ross Highway|14864|Millport|New York|NY|Chemung|42.2581|-76.8392
Joseph|Wilson|WJoseph@terry-clark.com|40462 Sandoval Field|79357|Ralls|Texas|TX|Crosby|33.6851|-101.3836
Yvonne|Page|PYvonne@cooke-adams.org|100 Zachary Drive Apt. 228|33336|Fort Lauderdale|Florida|FL|Broward|26.1219|-80.1436
Annette|Leon|LAnnette@moreno.net|6355 Smith Meadow Suite 600|78850|D Hanis|Texas|TX|Medina|29.3398|-99.2835
Jason|Moore|MJason@shepard.com|47241 Johnson Unions|18602|Bear Creek|Pennsylvania|PA|Luzerne|41.1922|-75.7161
Jose|Chandler|CJose@cobb-park.net|41316 Jonathan Plains|40404|Berea|Kentucky|KY|Madison|37.7164|-84.2997
Carol|Smith|SCarol@munoz.com|586 Johnson Spurs|35972|Gallant|Alabama|AL|Etowah|33.9976|-86.2346
Caroline|Price|PCaroline@morales-cunningham.com|31534 William Lake Apt. 053|78841|Del Rio|Texas|TX|Val Verde|29.3465|-100.9289
Kevin|Mcgee|MKevin@phillips.com|1368 Jones Island Suite 261|97267|Portland|Oregon|OR|Clackamas|45.4021|-122.6144
Mark|Parker|PMark@miller.biz|649 Karen Mall Suite 635|44144|Cleveland|Ohio|OH|Cuyahoga|41.4385|-81.7398
Tamara|Martinez|MTamara@williams.com|5751 Alyssa Glen|61524|Dunfermline|Illinois|IL|Fulton|40.4912|-90.0318
Megan|Blackburn|BMegan@stanley.com|42015 Salas Groves|33245|Miami|Florida|FL|Miami-Dade|25.7743|-80.1937
Tiffany|Carter|CTiffany@larson.biz|3503 Paula Via|78203|San Antonio|Texas|TX|Bexar|29.4148|-98.4601
Timothy|Williams|WTimothy@flores-cabrera.info|36378 Johnson Creek Suite 342|95528|Carlotta|California|CA|Humboldt|40.507|-123.9743
Colin|Stone|SColin@sanchez-clark.org|46192 Joshua Fork Apt. 158|80544|Niwot|Colorado|CO|Boulder|40.1039|-105.1708
Stephanie|Evans|EStephanie@arnold-blackwell.info|0688 Joseph Streets|92086|Warner Springs|California|CA|San Diego|33.3096|-116.6527
Katie|Bailey|BKatie@rodriguez-hoover.net|125 Gonzales Camp|67042|El Dorado|Kansas|KS|Butler|37.8226|-96.8543
Kelly|Kaiser|KKelly@cannon.com|636 Meadows Flats|61741|Forrest|Illinois|IL|Livingston|40.7513|-88.4111
Matthew|Padilla|PMatthew@smith.biz|473 Mcguire Port Apt. 347|91401|Van Nuys|California|CA|Los Angeles|34.1802|-118.4324
Daniel|Grant|GDaniel@tapia.com|4716 Navarro Track Suite 528|48329|Waterford|Michigan|MI|Oakland|42.6877|-83.3879
Margaret|Powell|PMargaret@harrell.com|393 Lane Manors|12842|Indian Lake|New York|NY|Hamilton|43.7606|-74.2766
Kelly|Vaughn|VKelly@flynn-galvan.com|52968 Jill Views|21411|Annapolis|Maryland|MD|Anne Arundel|38.9742|-76.5949
Lisa|Carter|CLisa@moreno.org|55722 Elizabeth Alley|01376|Turners Falls|Massachusetts|MA|Franklin|42.5954|-72.5557
Lauren|French|FLauren@quinn.com|91993 Barbara Fall|50398|Urbandale|Iowa|IA|Polk|41.6267|-93.7122
Isaac|Estes|EIsaac@ortega.com|5300 Eugene Summit|77519|Batson|Texas|TX|Hardin|30.225|-94.6096
Peter|Wright|WPeter@miller.com|8513 Gutierrez Landing Suite 721|37110|Mcminnville|Tennessee|TN|Warren|35.6834|-85.77
Charles|Bennett|BCharles@thompson.com|28700 Dyer Key Apt. 795|50460|Orchard|Iowa|IA|Mitchell|43.2355|-92.72
Miguel|Torres|TMiguel@hanna.info|475 Baker Bypass Suite 020|92509|Riverside|California|CA|Riverside|34.0033|-117.445
Jessica|Coleman|CJessica@jacobs-adams.com|7375 Jones Springs|77014|Houston|Texas|TX|Harris|29.9796|-95.4625
Katherine|Mitchell|MKatherine@morris-medina.biz|310 Moore Street|84073|Talmage|Utah|UT|Duchesne|40.3207|-110.436
Angela|Parker|PAngela@mcneil-white.com|18942 Beard Rest|10965|Pearl River|New York|NY|Rockland|41.0629|-74.0159
Sandy|Gray|GSandy@jones.com|2660 Ortiz Burg|05046|Groton|Vermont|VT|Caledonia|44.2204|-72.2175
Jennifer|Murphy|MJennifer@gray-hanson.com|64814 Bryant Fall Suite 214|22508|Locust Grove|Virginia|VA|Orange|38.3352|-77.7709
Rebecca|Campbell|CRebecca@henderson.com|432 Carolyn Isle|20168|Haymarket|Virginia|VA|Prince William|38.8121|-77.6364
Holly|Cox|CHolly@hughes.net|944 Rodney Drive|95981|Strawberry Valley|California|CA|Yuba|39.687|-121.045
Phyllis|Park|PPhyllis@moore.com|055 Rivera Parks Suite 428|45242|Cincinnati|Ohio|OH|Hamilton|39.2447|-84.3455
Sherry|Mitchell|MSherry@ramos-smith.biz|55470 Bird Islands Suite 163|29479|Saint Stephen|South Carolina|SC|Berkeley|33.3362|-79.9236
David|Weeks|WDavid@andrews.com|6085 Megan Stravenue|41348|Lost Creek|Kentucky|KY|Breathitt|37.4418|-83.2976
Judith|Edwards|EJudith@white.com|359 Rogers Vista Suite 354|50472|Saint Ansgar|Iowa|IA|Mitchell|43.4061|-92.9235
Joseph|Carney|CJoseph@hernandez-charles.com|79958 Watson Mission|44718|Canton|Ohio|OH|Stark|40.8465|-81.4408
